CÓDIGO,Departamento,Jurisdicción,Cat.,Nro.,Nombre,T,CALLE,Nº,CALLE2,Nº2,CALLE3,Nº3,BARRIO / LOCALIDAD,TELEFONO,COMENTARIO,CH,CA,JA,EA,CTR,JTR,ETR,Unnamed: 23,Ed. Especial,0,Unnamed: 26,0.1,Unnamed: 28,Ed. Especial.1,0.2,Unnamed: 31,0.3,direccion_completa,Latitud,Longitud,EstrategiaLatLong,Intento
CANELONES - HABILITADO_002,CANELONES,OESTE,HABILITADO,2,INMACULADA CONCEPCION,D,RIVERA,538,,,,,SANTA LUCIA,4334 62 64,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RIVERA 538,-34.52897337677252,-56.28500923335353,,1.0
CANELONES - HABILITADO_004,CANELONES,PANDO,HABILITADO,4,Ntra. Sra. DEL HUERTO,T,Av. ARTIGAS,902,,,,,PANDO,2292 21 65,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. ARTIGAS 902,-34.524988794431835,-56.2877054598763,,1.0
CANELONES - HABILITADO_006,CANELONES,OESTE,HABILITADO,6,SAN JOSE,D,LAVALLEJA,664,,,,,LAS PIEDRAS,2364 43 48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LAVALLEJA 664,-34.522233815038625,-56.27422302850924,,1.0
CANELONES - HABILITADO_007,CANELONES,OESTE,HABILITADO,7,SAN ISIDRO,D,Gral. FLORES,654,,,,,LAS PIEDRAS,2364 42 23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Gral. FLORES 654,-34.585979869505415,-55.773323109022066,,1.0
CANELONES - HABILITADO_008,CANELONES,OESTE,HABILITADO,8,MARIA AUXILIADORA,D,TREINTA Y TRES,654,,,,,CANELONES,433-22261,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,TREINTA Y TRES 654,-34.52275077526318,-56.28096565962764,,1.0
CANELONES - HABILITADO_009,CANELONES,OESTE,HABILITADO,9,SANTA ISABEL,D,RUTA 36 y Gral. OTORGUES,S/N,,,,,LOS CERRILLOS,62080,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RUTA 36 y Gral. OTORGUES S/N,-34.313042300337585,-55.96774449567409,,1.0
CANELONES - HABILITADO_010,CANELONES,PANDO,HABILITADO,10,SAN JOSE,T,LUIS A. DE HERRERA,S/N,,,,,SAN JACINTO,439-92704,entre VERA y CANELONES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LUIS A. DE HERRERA S/N,-34.53125808895093,-56.279414120995746,,1.0
CANELONES - HABILITADO_012,CANELONES,PANDO,HABILITADO,12,SAN JOSE,D,LUIS A. DE HERRERA ,S/N,,,,,MIGUES,431-72073,entre MIGUES y DA SILVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LUIS A. DE HERRERA  S/N,-34.53125808895093,-56.279414120995746,,1.0
CANELONES - HABILITADO_014,CANELONES,COSTA,HABILITADO,14,Ntra. Sra. DEL ROSARIO,D,RUTA 11 Km 165,-,,,,,ESTACION ATLANTIDA,4372 07 96 / 4372 29 23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RUTA 11 Km 165 -,-34.6222482,-55.9903797,,4.0
CANELONES - HABILITADO_016,CANELONES,OESTE,HABILITADO,16,SAN ADOLFO,T,MILLAN y JOSE NOVOA,S/N,,,,,EL DORADO,2364 01 51,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MILLAN y JOSE NOVOA S/N,-34.70242695432229,-56.21793856515942,,1.0
CANELONES - HABILITADO_018,CANELONES,OESTE,HABILITADO,18,EDUARDO FABINI,D,MANUEL MELENDEZ,876,,,,,LAS PIEDRAS,2364 59 72,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MANUEL MELENDEZ 876,-34.79737376012399,-55.884485440738935,,1.0
CANELONES - HABILITADO_019,CANELONES,COSTA,HABILITADO,19,Sdo. CORAZON Y SAN FRANCISCO,D,Av. GARCIA LAGOS Km. 14.500 y Cno. CARRASCO,10,,,,,PASO CARRASCO,2601 12 99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. GARCIA LAGOS Km. 14.500 y Cno. CARRASCO 10,-34.829359931723694,-55.97956452263698,,1.0
CANELONES - HABILITADO_020,CANELONES,PANDO,HABILITADO,20,SAN LUIS,D,TREINTA Y TRES y FERREIRA ALDUNATE,S/N,,,,,PANDO,2292 21 73,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,TREINTA Y TRES y FERREIRA ALDUNATE S/N,-34.51973358959646,-56.286696854531655,,1.0
CANELONES - HABILITADO_021,CANELONES,PANDO,HABILITADO,21,CRISTO REY,D,Cno. DE LAS TROPAS y RUTA 85,S/N,,,,,TOLEDO,2296 86 84,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Cno. DE LAS TROPAS y RUTA 85 S/N,-34.522100110543924,-56.2940305553203,,1.0
CANELONES - HABILITADO_022,CANELONES,PANDO,HABILITADO,22,DIVINO SALVADOR,D,CONRADO VILLEGAS,S/N,,,,,TALA,431-52051,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CONRADO VILLEGAS S/N,-34.347235862375264,-55.76619874660255,,1.0
CANELONES - HABILITADO_023,CANELONES,COSTA,HABILITADO,23,VIRGEN DE LAS FLORES,D,Av. DEL SANTUARIO,S/N,,,,,LA FLORESTA,437-39125,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. DEL SANTUARIO S/N,-34.728611403152016,-55.6826096158433,,1.0
CANELONES - HABILITADO_024,CANELONES,PANDO,HABILITADO,24,Ntra. Sra. DEL PERPETUO SOCORRRO,T,Av. ARTIGAS,1368,,,,,SAUCE,2294 02 42,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. ARTIGAS 1368,-34.524988794431835,-56.2877054598763,,1.0
CANELONES - HABILITADO_029,CANELONES,OESTE,HABILITADO,29,JOSE MARIA PARODI,T,LIBERTADOR SAN MARTIN,107,,,,,LAS PIEDRAS,2364 00 87,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LIBERTADOR SAN MARTIN 107,-34.527787242165495,-56.27638666397721,,1.0
CANELONES - HABILITADO_030,CANELONES,PANDO,HABILITADO,30,SAN FRANCISCO DE ASIS,D,SOLIS y ROMULO CARLO,S/N,,,,,SUAREZ,2297 29 49,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SOLIS y ROMULO CARLO S/N,-34.737645961392715,-56.033698130902124,,1.0
CANELONES - HABILITADO_031,CANELONES,OESTE,HABILITADO,31,"ESCUELA DE ED. NATURAL ""GLOBO ROJO""",D,LUIS ALBERTO DE HERRERA,703,,,,,LAS PIEDRAS,2365 18 30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LUIS ALBERTO DE HERRERA 703,-34.52194576580123,-56.27903170755667,,1.0
CANELONES - HABILITADO_032,CANELONES,COSTA,HABILITADO,32,SANTA ELENA,T,COSTANERA Km. 21.500 y RIO DE JANERIO,-,,,,,LAGOMAR,2682 30 07,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,COSTANERA Km. 21.500 y RIO DE JANERIO -,-34.778275331935916,-55.5660211597394,,1.0
CANELONES - HABILITADO_033,CANELONES,OESTE,HABILITADO,33,NEW CASTEL SCHOOL,D,ARTIGAS,462,,,,,LAS PIEDRAS,2364 26 50,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ARTIGAS 462,-34.5252503602844,-56.28370434998303,,1.0
CANELONES - HABILITADO_035,CANELONES,COSTA,HABILITADO,35,COLEGIO INTEGRAL SOLYMAR (C.I.S.),T,CALLE 36 (M.D1 S.11 y12) entre URUGUAY y 78,-,,,,,SOLYMAR,2696 26 13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CALLE 36 (M.D1 S.11 y12) entre URUGUAY y 78 -,-34.6914573671666,-56.21301468027248,,1.0
CANELONES - HABILITADO_037,CANELONES,PANDO,HABILITADO,37,CRECEMOS ESCUELA INTEGRAL,C,18 DE JULIO,933,,,,,PANDO,2292 74 04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18 DE JULIO 933,-34.534492024983756,-56.283881289072816,,1.0
CANELONES - HABILITADO_041,CANELONES,COSTA,HABILITADO,41,WILLOW SCHOOL,C,YAGUARETE (M.36 S.6),-,,,,,SALINAS,437- 69690,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,YAGUARETE (M.36 S.6) -,-34.522071850575536,-56.280984177023306,,1.0
CANELONES - HABILITADO_043,CANELONES,OESTE,HABILITADO,43,"COLEGIO CONSTRUCTIVISTA ""JEAN PIAGET""",D,18 DE JULIO ,522,,,,,LAS PIEDRAS,2364 84 11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18 DE JULIO  522,-34.534492024983756,-56.283881289072816,,1.0
CANELONES - HABILITADO_044,CANELONES,OESTE,HABILITADO,44,SANTA MARGARITA,T,SINEIRO y Gral. ARTIGAS,-,,,,,SAN RAMÓN,4312- 2855,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SINEIRO y Gral. ARTIGAS -,-34.52562528440732,-56.28019973002154,,1.0
CANELONES - HABILITADO_045,CANELONES,COSTA,HABILITADO,45,LA AMISTAD,T,BRASIL (M.92 S.26),-,,,,,SOLYMAR,2695 88 60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,BRASIL (M.92 S.26) -,-34.78004939085544,-55.56423415143227,,1.0
CANELONES - HABILITADO_046,CANELONES,OESTE,HABILITADO,46,CEN. EDUCATIVO INTEGRAL (CEI),D,LIBERTAD,381,,,,,LA PAZ,2362 50 54,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LIBERTAD 381,-34.71910442571816,-56.05229685152955,,1.0
CANELONES - HABILITADO_047,CANELONES,PANDO,HABILITADO,47,INTEGRAL DE BARROS BLANCOS (C.I.B.B.),D,RUTA 8 Km 25.600 LORENZO VENTURA y PAYSANDÚ,S/N,,,,,BARROS BLANCOS,22885256,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RUTA 8 Km 25.600 LORENZO VENTURA y PAYSANDÚ S/N,-34.6222482,-55.9903797,,4.0
CANELONES - HABILITADO_050,CANELONES,COSTA,HABILITADO,50,LAGOMAR,D,RIO DANUBIO y RIO DE JANEIRO,-,,,,,LAGOMAR,2682 27 36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RIO DANUBIO y RIO DE JANEIRO -,-34.778275331935916,-55.5660211597394,,1.0
CANELONES - HABILITADO_051,CANELONES,COSTA,HABILITADO,51,INST. BASICO INT. DEL SUR (I.B.I.S.),D,RIO DE JANEIRO (M.124 S .4),-,,,,,LAGOMAR SUR,2682 32 13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RIO DE JANEIRO (M.124 S .4) -,-34.778275331935916,-55.5660211597394,,1.0
CANELONES - HABILITADO_053,CANELONES,OESTE,HABILITADO,53,CAMINOS ABIERTOS- SILVIA PAUER,D,PARAGUAY,739,,,,,LAS PIEDRAS,2363 75 76,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,PARAGUAY 739,-34.77552005122155,-55.58528352030138,,1.0
CANELONES - HABILITADO_054,CANELONES,COSTA,HABILITADO,54,INST. URUGUA,D,RAMBLA COSTANERA y OCEANO PACIFICO,S/N,,,,,EL PINAR,2698 73 65,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RAMBLA COSTANERA y OCEANO PACIFICO S/N,-34.7844616953484,-55.83978379349099,,1.0
CANELONES - HABILITADO_056,CANELONES,COSTA,HABILITADO,56,GOLDEN COAST COLLEGE,D,CALLE 7 y NOGUEIRA,S/N,,,,,SALINAS,437-62793,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CALLE 7 y NOGUEIRA S/N,-34.71692014631866,-55.98856575034185,,1.0
CANELONES - HABILITADO_057,CANELONES,COSTA,HABILITADO,57,MY TOYS,D,RAMBLA COSTANERA y DEL PLATA,S/N,,,,,SHANGRILA,2682 33 22,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RAMBLA COSTANERA y DEL PLATA S/N,-34.73878268871155,-55.712372345328276,,1.0
CANELONES - HABILITADO_058,CANELONES,COSTA,HABILITADO,58,SIGLO XXI - LA CASITA DE LAURA,D,NACIONES UNIDAS y Av. PEREZ BUTLER (M.213B S.9),S/N,,,,,EL PINAR,2698 62 28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,NACIONES UNIDAS y Av. PEREZ BUTLER (M.213B S.9) S/N,-34.79749727430558,-55.9122042513048,,1.0
CANELONES - HABILITADO_060,CANELONES,COSTA,HABILITADO,60,FRANCISCO ESPINOLA,D,ALFREDO GARCÍA LARGOS,56,,,,,PASO CARRASCO,2604 69 88,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ALFREDO GARCÍA LARGOS 56,-34.71959376904493,-55.881496916262215,,1.0
CANELONES - HABILITADO_061,CANELONES,OESTE,HABILITADO,61,ANDARES,D,ROCHA entre FLORES Y FLORIDA,S/N,,,,,PROGRESO,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ROCHA entre FLORES Y FLORIDA S/N,-34.6958129,-56.21923939052609,,3.0
CANELONES - HABILITADO_062,CANELONES,COSTA,HABILITADO,62,ALEMAN,D,Av. GIANNATTASIO Km.16,9325,,,,,BARRA DE CARRASCO,2601 21 33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. GIANNATTASIO Km.16 9325,-34.87122844416701,-56.02790914443884,,1.0
CANELONES - HABILITADO_063,CANELONES,COSTA,HABILITADO,63,CEN. EDUCATIVO Y FORMATIVO BARRADAS,D,Av. MARIO FERREIRA ,S/N,,,,,LAS TOSCAS,437-28473,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. MARIO FERREIRA  S/N,-34.51973358959646,-56.286696854531655,,1.0
CANELONES - HABILITADO_065,CANELONES,COSTA,HABILITADO,65,DOLPHIN´S SCHOOL´S,D,ATLANTIDA y Av. AL PARQUE ROOSEVELT,1912,,,,,BARRA DE CARRASCO,2601 20 99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ATLANTIDA y Av. AL PARQUE ROOSEVELT 1912,-34.78089344075756,-55.56535618327157,,1.0
CANELONES - HABILITADO_066,CANELONES,COSTA,HABILITADO,66,CEN. EDUCATIVO ARETEIA,D,APOLO XIII entre GESTIDO y RAMBLA,1044,,,,,SOLYMAR,2695 81 13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,APOLO XIII entre GESTIDO y RAMBLA 1044,-34.801112,-55.9561861,,3.0
CANELONES - HABILITADO_067,CANELONES,PANDO,HABILITADO,67,CEN. EDUCATIVO ADVENTISTA,D,RUTA 8 Km. 24.200 PITANGAS y ELECTRON,-,,,,,BARROS BLANCOS,2288 02 25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RUTA 8 Km. 24.200 PITANGAS y ELECTRON -,-34.6222482,-55.9903797,,4.0
CANELONES - HABILITADO_068,CANELONES,PANDO,HABILITADO,68,CEN. DE EDUCACION INTEGRAL ANDALUZ,D,RUTA 84 Km. 1.200 CAMINO DEL ANDALUZ,-,,,,,CASARINO,2296 45 84,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RUTA 84 Km. 1.200 CAMINO DEL ANDALUZ -,-34.7481715,-56.0638085,,2.0
CANELONES - HABILITADO_069,CANELONES,COSTA,HABILITADO,69,KIDS PLACE,,AVDA DUTLER (M147 S11),,,,,,EL PINAR,2698 33 89  INT 170,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,AVDA DUTLER (M147 S11),-34.6222482,-55.9903797,,4.0
CANELONES - HABILITADO_072,CANELONES,COSTA,HABILITADO,72,PINARES,D,Ruta Interbalnearia y Calle 18,-,,,,,ATLÁNTIDA,4372 64 95,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Ruta Interbalnearia y Calle 18 -,-34.762528055079535,-55.74379524116758,,1.0
CANELONES - HABILITADO_074,CANELONES,COSTA,HABILITADO,74,SALECIANO DE LA COSTA MONSEÑOR J. VERA,D,TUYUTI Y GAVIOTAS,,,,,,LOMAS DE SOLYMAR,2696 11 03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,TUYUTI Y GAVIOTAS,-34.75849692786767,-55.987635130214,,1.0
CANELONES - HABILITADO_075,CANELONES,COSTA,HABILITADO,75,KALIMAITA,D,NIZA ESQ. TROUVILLE,,,,,,NEPTUNIA,4376 84 30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,NIZA ESQ. TROUVILLE,-34.79127478686617,-55.8629277157068,,1.0
CANELONES - HABILITADO_076,CANELONES,COSTA,HABILITADO,76,GREENLAND SCHOOL,D,BUCHENTAL Y ZORRILLA DE SAN MARTIN,,,,,,SAN JOSE DE CARRASCO,2683 55 14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,BUCHENTAL Y ZORRILLA DE SAN MARTIN,-34.527362727952486,-56.28035452820927,,1.0
CANELONES - HABILITADO_077,CANELONES,COSTA,HABILITADO,77,DEL LAGO,,LAS CANDAS S.5 M.33,,,,,,LAGOMAR,2683 14 24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LAS CANDAS S.5 M.33,-34.64956797050174,-56.12310257115396,,1.0
CANELONES - HABILITADO_078,CANELONES,OESTE,HABILITADO,78,CRECER – TOM Y JERRY,,LAS ACACIAS M65 S1,,,,,,PROGRESO,2369 00 25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LAS ACACIAS M65 S1,-34.6958129,-56.21923939052609,,3.0
CANELONES - HABILITADO_079,CANELONES,COSTA,HABILITADO,79,MASTER SCHOOL,,GARCIA AROCENA M50 S30,,,,,,LAGOMAR NORTE,2682 40 78,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,GARCIA AROCENA M50 S30,-34.6222482,-55.9903797,,4.0
CANELONES - HABILITADO_080,CANELONES,COSTA,HABILITADO,80,PABLO NERUDA,,"RUTA INTERBALNEARIA K 45,800",,,,,,ATLÁNTIDA,4372 1771,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,"RUTA INTERBALNEARIA K 45,800",-34.7698013,-55.7655763,,3.0
CANELONES - HABILITADO_081,CANELONES,COSTA,HABILITADO,81,IT- HUE,,"AV. GIANNATTASIO KM 29,800",,,,,,PARQUE DE SOLYMAR ,26959118,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,"AV. GIANNATTASIO KM 29,800",-34.6222482,-55.9903797,,4.0
CANELONES - HABILITADO_082,CANELONES,COSTA,HABILITADO,82,HABÍA UNA VEZ,,RUTA 8 Km 25,,,,,,BARROS BLANCOS,2288 8991,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RUTA 8 Km 25,-34.6222482,-55.9903797,,4.0
CANELONES - HABILITADO_083,CANELONES,COSTA,HABILITADO,83,BELÉN,,RUTA 101 KM 25.700,,,,,,BARROS BLANCOS,95698586,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RUTA 101 KM 25.700,-34.6222482,-55.9903797,,4.0
CANELONES - HABILITADO_084,CANELONES,COSTA,HABILITADO,84,JUAN SALVADOR GAVIOTA,D,AV. DEL PARQUE M. 8 S. 2 Y PARAGUAY,,,,,,SHANGRILA,26822587,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,AV. DEL PARQUE M. 8 S. 2 Y PARAGUAY,-34.7402984735044,-55.732153490007235,,1.0
CANELONES - HABILITADO_085,CANELONES,COSTA,HABILITADO,85,COLEGIO DEL ESTE,D,"MANUEL VARELA CACERES M. 1,2,3 S. 21",,,,,,LAGOMAR,2682 7812,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,"MANUEL VARELA CACERES M. 1,2,3 S. 21",-34.6222482,-55.9903797,,4.0
CANELONES - HABILITADO_086,CANELONES,COSTA,HABILITADO,86,INTEGRAL SENDAS,M,SIMÓN BOLIVAR M J S 7 ,,,,,,EMPALME NICOLICH,095 035 947,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SIMÓN BOLIVAR M J S 7 ,-34.76640887432354,-55.59580069635975,,1.0
CANELONES - HABILITADO_087,CANELONES,OESTE,HABILITADO,87,LAS PIEDRAS,D,FRANCISCO SOCA,706,,,,,LAS PIEDRAS,2364 35 52,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,FRANCISCO SOCA 706,-34.52162427672628,-56.284113562775325,,1.0
CANELONES - CH_088 ,CANELONES,PANDO,HABILITADO,88,JESÚS BENDICE A LOS NIÑOS,,RUTA 74 KM 21,,,,,,SUAREZ,2297 1161,,,,,,,,,,,,,,,,,,,RUTA 74 KM 21,-34.7179008,-56.0449857,,2.0
CANELONES - CH_088 ,CANELONES,COSTA,HABILITADO,89,CUARAHI,,"SEVILLA M 52, S 02",,,,,,SAN JOSE DE CARRASCO,,,,,,,,,,,,,,,,,,,,"SEVILLA M 52, S 02",-34.6222482,-55.9903797,,4.0
,CANELONES,COSTA,HABILITADO,90,CIRCULO MAGICO,,AVDA. PEREZ BUTLER MZ 181 S14,,,,,,EL PINAR,2698 9146,,,,,,,,,,,,,,,,,,,AVDA. PEREZ BUTLER MZ 181 S14,-34.788031003576386,-55.9400700123033,,1.0
,CANELONES,COSTA,HABILITADO,91,HOWARD GARDNER,,RUTA INTERBALNEARIA ESQ. RUTA 11,,,,,,ATLANTIDA,092 664 859,,,,,,,,,,,,,,,,,,,RUTA INTERBALNEARIA ESQ. RUTA 11,-34.7647840518168,-55.74959153186518,,1.0
CANELONES - AUTORIZADO_001,CANELONES,OESTE,AUTORIZADO,1,CRISTO VIENE,D,RUTA 5 Km 24.500,,,,,,LAS PIEDRAS,2364 65 87,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RUTA 5 Km 24.500,-34.685668677384875,-56.23982816313348,,1.0
CANELONES - AUTORIZADO_006,CANELONES,OESTE,AUTORIZADO,6,PARROQUIAL SANTA ROSA,T,LLAMBIAS DE OLIVAR y 18 DE JULIO,,,,,,SANTA ROSA,4313 38 63,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LLAMBIAS DE OLIVAR y 18 DE JULIO,-34.53438235723739,-56.283371177851116,,1.0
CANELONES - AUTORIZADO_011,CANELONES,OESTE,AUTORIZADO,11,HORACIO QUIROGA,D,LIBERTAD,381 bis,,,,,LA PAZ,2362 27 24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LIBERTAD 381 bis,-34.71910442571816,-56.05229685152955,,1.0
CANELONES - AUTORIZADO_015,CANELONES,COSTA,AUTORIZADO,15,CLIFTON COLLEGE,D,Av. COSTANERA (M.186 S.19),S/N,,,,,EL PINAR,2698 86 01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. COSTANERA (M.186 S.19) S/N,-34.77859474445059,-55.81939076708382,,1.0
CANELONES - JARDIN_004,CANELONES,OESTE,JARDIN,4,EL GLOBO ROJO,,JOSE BATLLE Y ORDOÑEZ,702,,,,,,2364.69.31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,JOSE BATLLE Y ORDOÑEZ 702,-34.52183788377707,-56.28215035387382,,1.0
CANELONES - JARDIN_005,CANELONES,OESTE,JARDIN,5,EL CASTILLITO,,AV. ARTIGAS ,462,,,,,LAS PIEDRAS,23654 69 31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,AV. ARTIGAS  462,-34.5252503602844,-56.28370434998303,,1.0
CANELONES - JARDIN_006,CANELONES,OESTE,JARDIN,6,BARBAPAPA,,18 DE JULIO,522,,,,,LAS PIEDRAS,2364.84.11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18 DE JULIO 522,-34.534492024983756,-56.283881289072816,,1.0
CANELONES - JARDIN_008,CANELONES,PANDO,JARDIN,8,INSTITUTO PREESCOLAR ENTREAMIGOS,,INDEPENDENCIA,840,,,,,PANDO,2292 31 82,(entrada por Piedras 1010),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,INDEPENDENCIA 840,-34.765461060080526,-55.579876923153705,,1.0
CANELONES - JARDIN_011,CANELONES,OESTE,JARDIN,11,LA TORTUGA CLEMENTINA,,ROCHA y FLORIDA,-,,,,,PROGRESO,2368.91.65,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ROCHA y FLORIDA -,-34.75038648880597,-55.76256132829288,,1.0
CANELONES - ESPECIAL_002,CANELONES,PANDO,ESPECIAL,2,CEN. PSICOPEDAGOGICO DE PANDO,,WILSON FERREIRA ALDUNATE,854,,,,,PANDO,2292 37 88,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,WILSON FERREIRA ALDUNATE 854,-34.51974915625389,-56.28704623750148,,1.0
CANELONES - ESPECIAL_004,CANELONES,PANDO,ESPECIAL,4,INSTITUTO NA.CRE.VI.,,PIOVENE,955,,,,,PANDO,2292 80 88,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,PIOVENE 955,-34.71890999373524,-55.96196397641077,,1.0
CANELONES - ESPECIAL_005,CANELONES,COSTA,ESPECIAL,5,CENTRO DE RE-EDUCACIÓN INTEGRAL (CIDYT),,M 48 S 29,,CIRCUNVALACIÓN ENTRE 6 Y 8,,,,NEPTUNIA,4376 15 45,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,M 48 S 29,-34.77006893952114,-55.64711271490565,,1.0
CANELONES - ESPECIAL_006,CANELONES,COSTA,ESPECIAL,6,CE. ED. PIRIGUAZÚ,,CIRCUVALENCIÓN 6 Y 8,,,,,,ATLANTIDA,4372 45 17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CIRCUVALENCIÓN 6 Y 8,-34.79259454668745,-55.484792260785056,,1.0
CANELONES - ESPECIAL_007,CANELONES,COSTA,ESPECIAL,7,ESCUELA DE LENGUAJE,,LA PALOMA,1108bis,,,,,BARRA DE CARRASCO,2604 63 14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LA PALOMA 1108bis,-34.48527639517171,-56.11687066513834,,1.0
CANELONES - ESPECIAL_008,CANELONES,OESTE,ESPECIAL,8,C.A.P.D.I. CENTRO DE ATENCIÓN AL APRENDIZAJE EN LA DIVERSIDAD,,TORRE GARCÍA,703,,,,,LAS PIEDRAS,2364 4729,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,TORRE GARCÍA 703,-34.58187369681165,-56.307338369048736,,1.0
